year,date,city,venue,teams,match_number,stage,toss_winner,toss_decision,first_inning_runs,first_inning_overs,first_inning_wickets,second_inning_runs,second_inning_overs,second_inning_wickets,winner,won_by_runs,won_by_wickets,player_of_match,super_over
2016,2016-04-14,Rajkot,Saurashtra Cricket Association Stadium,"{""Gujarat Lions"",""Rising Pune Supergiant""}",6,,Rising Pune Supergiant,bat,163,20,5,164,18.1,3,Gujarat Lions,,7,"{""AJ Finch""}",f
2016,2016-04-15,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Punjab Kings""}",7,,Delhi Daredevils,field,111,20,9,113,13.3,2,Delhi Daredevils,,8,"{""A Mishra""}",f
2016,2016-04-16,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Gujarat Lions""}",9,,Gujarat Lions,field,143,20,8,147,20,7,Gujarat Lions,,3,"{""AJ Finch""}",f
2016,2016-04-16,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Kolkata Knight Riders""}",8,,Sunrisers Hyderabad,bat,142,20,7,146,18.2,2,Kolkata Knight Riders,,8,"{""G Gambhir""}",f
2016,2016-04-17,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Delhi Daredevils""}",11,,Delhi Daredevils,field,191,20,5,192,19.1,3,Delhi Daredevils,,7,"{""Q de Kock""}",f
2016,2016-04-17,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","{""Punjab Kings"",""Rising Pune Supergiant""}",10,,Rising Pune Supergiant,bat,152,20,7,153,18.4,4,Punjab Kings,,6,"{""M Vohra""}",f
2016,2016-04-18,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Mumbai Indians""}",12,,Sunrisers Hyderabad,field,142,20,6,145,17.3,3,Sunrisers Hyderabad,,7,"{""DA Warner""}",f
2016,2016-04-19,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","{""Punjab Kings"",""Kolkata Knight Riders""}",13,,Kolkata Knight Riders,field,138,20,8,141,17.1,4,Kolkata Knight Riders,,6,"{""RV Uthappa""}",f
2016,2016-04-20,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Royal Challengers Bangalore""}",14,,Mumbai Indians,field,170,20,7,171,18,4,Mumbai Indians,,6,"{""RG Sharma""}",f
2016,2016-04-21,Rajkot,Saurashtra Cricket Association Stadium,"{""Gujarat Lions"",""Sunrisers Hyderabad""}",15,,Sunrisers Hyderabad,field,135,20,8,137,14.5,0,Sunrisers Hyderabad,,10,"{""B Kumar""}",f
2016,2016-04-22,Pune,Maharashtra Cricket Association Stadium,"{""Rising Pune Supergiant"",""Royal Challengers Bangalore""}",16,,Rising Pune Supergiant,field,185,20,3,172,20,9,Royal Challengers Bangalore,13,,"{""AB de Villiers""}",f
2016,2016-04-23,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Mumbai Indians""}",17,,Mumbai Indians,field,164,20,4,154,20,7,Delhi Daredevils,10,,"{""SV Samson""}",f
2016,2016-04-23,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Punjab Kings""}",18,,Sunrisers Hyderabad,field,143,20,6,146,17.5,5,Sunrisers Hyderabad,,5,"{""Mustafizur Rahman""}",f
2016,2016-04-24,Rajkot,Saurashtra Cricket Association Stadium,"{""Gujarat Lions"",""Royal Challengers Bangalore""}",19,,Royal Challengers Bangalore,bat,180,20,2,182,19.5,4,Gujarat Lions,,6,"{""V Kohli""}",f
2016,2016-04-24,Pune,Maharashtra Cricket Association Stadium,"{""Rising Pune Supergiant"",""Kolkata Knight Riders""}",20,,Kolkata Knight Riders,field,160,20,5,162,19.3,8,Kolkata Knight Riders,,2,"{""SA Yadav""}",f
2016,2016-04-25,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","{""Punjab Kings"",""Mumbai Indians""}",21,,Punjab Kings,field,189,20,6,164,20,7,Mumbai Indians,25,,"{""PA Patel""}",f
2016,2016-04-26,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Rising Pune Supergiant""}",22,,Rising Pune Supergiant,field,118,20,8,94,11,3,Rising Pune Supergiant,34,,"{""AB Dinda""}",f
2016,2016-04-27,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Gujarat Lions""}",23,,Delhi Daredevils,field,172,20,6,171,20,5,Gujarat Lions,1,,"{""CH Morris""}",f
2016,2016-04-28,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Kolkata Knight Riders""}",24,,Mumbai Indians,field,174,20,5,178,18,4,Mumbai Indians,,6,"{""RG Sharma""}",f
2016,2016-04-29,Pune,Maharashtra Cricket Association Stadium,"{""Rising Pune Supergiant"",""Gujarat Lions""}",25,,Gujarat Lions,field,195,20,3,196,20,7,Gujarat Lions,,3,"{""DR Smith""}",f
2016,2016-04-30,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Royal Challengers Bangalore""}",27,,Royal Challengers Bangalore,field,194,20,5,179,20,6,Sunrisers Hyderabad,15,,"{""DA Warner""}",f
2016,2016-04-30,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Kolkata Knight Riders""}",26,,Kolkata Knight Riders,field,186,20,8,159,18.4,10,Delhi Daredevils,27,,"{""CR Brathwaite""}",f
2016,2016-05-01,Rajkot,Saurashtra Cricket Association Stadium,"{""Gujarat Lions"",""Punjab Kings""}",28,,Gujarat Lions,field,154,19.5,10,131,20,9,Punjab Kings,23,,"{""AR Patel""}",f
2016,2016-05-01,Pune,Maharashtra Cricket Association Stadium,"{""Rising Pune Supergiant"",""Mumbai Indians""}",29,,Mumbai Indians,field,159,20,5,161,18.3,2,Mumbai Indians,,8,"{""RG Sharma""}",f
2016,2016-05-02,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Kolkata Knight Riders""}",30,,Kolkata Knight Riders,field,185,20,7,189,19.1,5,Kolkata Knight Riders,,5,"{""AD Russell""}",f
2016,2016-05-03,Rajkot,Saurashtra Cricket Association Stadium,"{""Gujarat Lions"",""Delhi Daredevils""}",31,,Delhi Daredevils,field,149,20,7,150,17.2,2,Delhi Daredevils,,8,"{""RR Pant""}",f
2016,2016-05-04,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Punjab Kings""}",32,,Punjab Kings,field,164,20,3,157,20,9,Kolkata Knight Riders,7,,"{""AD Russell""}",f
2016,2016-05-05,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Rising Pune Supergiant""}",33,,Rising Pune Supergiant,field,162,20,7,166,19.2,3,Rising Pune Supergiant,,7,"{""AM Rahane""}",f
2016,2016-05-06,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Gujarat Lions""}",34,,Sunrisers Hyderabad,field,126,20,6,129,19,5,Sunrisers Hyderabad,,5,"{""B Kumar""}",f
2016,2016-05-07,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","{""Punjab Kings"",""Delhi Daredevils""}",36,,Delhi Daredevils,field,181,20,5,172,20,5,Punjab Kings,9,,"{""MP Stoinis""}",f
2016,2016-05-07,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Rising Pune Supergiant""}",35,,Royal Challengers Bangalore,field,191,20,6,195,19.3,3,Royal Challengers Bangalore,,7,"{""V Kohli""}",f
2016,2016-05-08,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Mumbai Indians"",""Sunrisers Hyderabad""}",37,,Mumbai Indians,field,177,20,3,92,16.3,10,Sunrisers Hyderabad,85,,"{""A Nehra""}",f
2016,2016-05-08,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Gujarat Lions""}",38,,Gujarat Lions,field,158,20,4,164,18,5,Gujarat Lions,,5,"{""P Kumar""}",f
2016,2016-05-09,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","{""Punjab Kings"",""Royal Challengers Bangalore""}",39,,Punjab Kings,field,175,20,6,174,20,4,Royal Challengers Bangalore,1,,"{""SR Watson""}",f
2016,2016-05-10,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Rising Pune Supergiant"",""Sunrisers Hyderabad""}",40,,Sunrisers Hyderabad,bat,137,20,8,133,20,8,Sunrisers Hyderabad,4,,"{""A Zampa""}",f
2016,2016-05-11,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Mumbai Indians""}",41,,Mumbai Indians,field,151,20,4,153,19,4,Mumbai Indians,,6,"{""KH Pandya""}",f
2016,2016-05-12,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Delhi Daredevils""}",42,,Delhi Daredevils,field,146,20,8,150,18.1,3,Delhi Daredevils,,7,"{""CH Morris""}",f
2016,2016-05-13,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Mumbai Indians"",""Punjab Kings""}",43,,Mumbai Indians,bat,124,20,9,127,17,3,Punjab Kings,,7,"{""MP Stoinis""}",f
2016,2016-05-14,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Gujarat Lions""}",44,,Gujarat Lions,field,248,20,3,104,18.4,10,Royal Challengers Bangalore,144,,"{""AB de Villiers""}",f
2016,2016-05-14,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Rising Pune Supergiant""}",45,,Rising Pune Supergiant,bat,103,17.4,6,66,5,2,Kolkata Knight Riders,,8,"{""YK Pathan""}",f
2016,2016-05-15,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Mumbai Indians"",""Delhi Daredevils""}",47,,Delhi Daredevils,field,206,20,4,126,19.1,10,Mumbai Indians,80,,"{""KH Pandya""}",f
2016,2016-05-15,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","{""Punjab Kings"",""Sunrisers Hyderabad""}",46,,Punjab Kings,bat,179,20,4,180,19.5,3,Sunrisers Hyderabad,,7,"{""HM Amla""}",f
2016,2016-05-16,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Royal Challengers Bangalore""}",48,,Royal Challengers Bangalore,field,183,20,5,186,18.4,1,Royal Challengers Bangalore,,9,"{""V Kohli""}",f
2016,2016-05-17,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Rising Pune Supergiant"",""Delhi Daredevils""}",49,,Rising Pune Supergiant,field,121,20,6,76,11,1,Rising Pune Supergiant,19,,"{""AB Dinda""}",f
2016,2016-05-18,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Punjab Kings""}",50,,Punjab Kings,field,211,15,3,120,14,9,Royal Challengers Bangalore,82,,"{""V Kohli""}",f
2016,2016-05-19,Kanpur,Green Park,"{""Gujarat Lions"",""Kolkata Knight Riders""}",51,,Gujarat Lions,field,124,20,8,125,13.3,4,Gujarat Lions,,6,"{""DR Smith""}",f
2016,2016-05-20,Raipur,Shaheed Veer Narayan Singh International Stadium,"{""Delhi Daredevils"",""Sunrisers Hyderabad""}",52,,Delhi Daredevils,field,158,20,7,161,20,4,Delhi Daredevils,,6,"{""KK Nair""}",f
2016,2016-05-21,Kanpur,Green Park,"{""Gujarat Lions"",""Mumbai Indians""}",54,,Gujarat Lions,field,172,20,8,173,17.5,4,Gujarat Lions,,6,"{""SK Raina""}",f
2016,2016-05-21,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Rising Pune Supergiant"",""Punjab Kings""}",53,,Punjab Kings,bat,172,20,7,173,20,6,Rising Pune Supergiant,,4,"{""MS Dhoni""}",f
2016,2016-05-22,Raipur,Shaheed Veer Narayan Singh International Stadium,"{""Delhi Daredevils"",""Royal Challengers Bangalore""}",56,,Royal Challengers Bangalore,field,138,20,8,139,18.1,4,Royal Challengers Bangalore,,6,"{""V Kohli""}",f
2016,2016-05-22,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Sunrisers Hyderabad""}",55,,Sunrisers Hyderabad,field,171,20,6,149,20,8,Kolkata Knight Riders,22,,"{""YK Pathan""}",f
2016,2016-05-24,Bangalore,M Chinnaswamy Stadium,"{""Gujarat Lions"",""Royal Challengers Bangalore""}",,Qualifier 1,Royal Challengers Bangalore,field,158,20,10,159,18.2,6,Royal Challengers Bangalore,,4,"{""AB de Villiers""}",f
2016,2016-05-25,Delhi,Feroz Shah Kotla,"{""Sunrisers Hyderabad"",""Kolkata Knight Riders""}",,Elimination Final,Kolkata Knight Riders,field,162,20,8,140,20,8,Sunrisers Hyderabad,22,,"{""MC Henriques""}",f
2016,2016-05-27,Delhi,Feroz Shah Kotla,"{""Gujarat Lions"",""Sunrisers Hyderabad""}",,Qualifier 2,Sunrisers Hyderabad,field,162,20,7,163,19.2,6,Sunrisers Hyderabad,,4,"{""DA Warner""}",f
2016,2016-05-29,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Sunrisers Hyderabad""}",,Final,Sunrisers Hyderabad,bat,208,20,7,200,20,7,Sunrisers Hyderabad,8,,"{""BCJ Cutting""}",f
2017,2017-04-05,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Royal Challengers Bangalore""}",1,,Royal Challengers Bangalore,field,207,20,4,172,19.4,10,Sunrisers Hyderabad,35,,"{""Yuvraj Singh""}",f
2017,2017-04-06,Pune,Maharashtra Cricket Association Stadium,"{""Rising Pune Supergiant"",""Mumbai Indians""}",2,,Rising Pune Supergiant,field,184,20,8,187,19.5,3,Rising Pune Supergiant,,7,"{""SPD Smith""}",f
2017,2017-04-07,Rajkot,Saurashtra Cricket Association Stadium,"{""Gujarat Lions"",""Kolkata Knight Riders""}",3,,Kolkata Knight Riders,field,183,20,4,184,15,0,Kolkata Knight Riders,,10,"{""CA Lynn""}",f
2017,2017-04-08,Indore,Holkar Cricket Stadium,"{""Punjab Kings"",""Rising Pune Supergiant""}",4,,Punjab Kings,field,163,20,6,164,19,4,Punjab Kings,,6,"{""GJ Maxwell""}",f
2017,2017-04-08,Bengaluru,M.Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Delhi Daredevils""}",5,,Royal Challengers Bangalore,bat,157,20,8,142,20,9,Royal Challengers Bangalore,15,,"{""KM Jadhav""}",f
2017,2017-04-09,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Kolkata Knight Riders""}",7,,Mumbai Indians,field,178,20,7,180,19.5,6,Mumbai Indians,,4,"{""N Rana""}",f
2017,2017-04-09,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Gujarat Lions""}",6,,Sunrisers Hyderabad,field,135,20,7,140,15.3,1,Sunrisers Hyderabad,,9,"{""Rashid Khan""}",f
2017,2017-04-10,Indore,Holkar Cricket Stadium,"{""Punjab Kings"",""Royal Challengers Bangalore""}",8,,Royal Challengers Bangalore,bat,148,20,4,150,14.3,2,Punjab Kings,,8,"{""AR Patel""}",f
2017,2017-04-11,Pune,Maharashtra Cricket Association Stadium,"{""Rising Pune Supergiant"",""Delhi Daredevils""}",9,,Rising Pune Supergiant,field,205,20,4,108,16.1,10,Delhi Daredevils,97,,"{""SV Samson""}",f
2017,2017-04-12,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Sunrisers Hyderabad""}",10,,Mumbai Indians,field,158,20,8,159,18.4,6,Mumbai Indians,,4,"{""JJ Bumrah""}",f
2017,2017-04-13,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Punjab Kings""}",11,,Kolkata Knight Riders,field,170,20,9,171,16.3,2,Kolkata Knight Riders,,8,"{""SP Narine""}",f
2017,2017-04-14,Rajkot,Saurashtra Cricket Association Stadium,"{""Gujarat Lions"",""Rising Pune Supergiant""}",13,,Gujarat Lions,field,171,20,8,172,18,3,Gujarat Lions,,7,"{""AJ Tye""}",f
2017,2017-04-14,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Mumbai Indians""}",12,,Mumbai Indians,field,142,20,5,145,19,6,Mumbai Indians,,4,"{""KA Pollard""}",f
2017,2017-04-15,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Punjab Kings""}",15,,Delhi Daredevils,bat,188,20,6,137,20,9,Delhi Daredevils,51,,"{""CJ Anderson""}",f
2017,2017-04-15,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Sunrisers Hyderabad""}",14,,Sunrisers Hyderabad,field,172,20,6,155,20,6,Kolkata Knight Riders,17,,"{""RV Uthappa""}",f
2017,2017-04-16,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Rising Pune Supergiant""}",17,,Royal Challengers Bangalore,field,161,20,8,134,20,9,Rising Pune Supergiant,27,,"{""BA Stokes""}",f
2017,2017-04-16,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Gujarat Lions""}",16,,Mumbai Indians,field,176,20,4,177,19.3,4,Mumbai Indians,,6,"{""N Rana""}",f
2017,2017-04-17,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Punjab Kings""}",19,,Punjab Kings,field,159,20,6,154,20,10,Sunrisers Hyderabad,5,,"{""B Kumar""}",f
2017,2017-04-17,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Kolkata Knight Riders""}",18,,Delhi Daredevils,bat,168,20,7,169,19.5,6,Kolkata Knight Riders,,4,"{""NM Coulter-Nile""}",f
2017,2017-04-18,Rajkot,Saurashtra Cricket Association Stadium,"{""Gujarat Lions"",""Royal Challengers Bangalore""}",20,,Gujarat Lions,field,213,20,2,192,20,7,Royal Challengers Bangalore,21,,"{""CH Gayle""}",f
2017,2017-04-19,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Delhi Daredevils""}",21,,Sunrisers Hyderabad,bat,191,20,4,176,20,5,Sunrisers Hyderabad,15,,"{""KS Williamson""}",f
2017,2017-04-20,Indore,Holkar Cricket Stadium,"{""Punjab Kings"",""Mumbai Indians""}",22,,Mumbai Indians,field,198,20,4,199,15.3,2,Mumbai Indians,,8,"{""JC Buttler""}",f
2017,2017-04-21,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Gujarat Lions""}",23,,Gujarat Lions,field,187,20,5,188,18.2,6,Gujarat Lions,,4,"{""SK Raina""}",f
2017,2017-04-22,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Delhi Daredevils""}",25,,Delhi Daredevils,field,142,20,8,128,20,7,Mumbai Indians,14,,"{""MJ McClenaghan""}",f
2017,2017-04-22,Pune,Maharashtra Cricket Association Stadium,"{""Rising Pune Supergiant"",""Sunrisers Hyderabad""}",24,,Rising Pune Supergiant,field,176,20,3,179,20,4,Rising Pune Supergiant,,6,"{""MS Dhoni""}",f
2017,2017-04-23,Rajkot,Saurashtra Cricket Association Stadium,"{""Gujarat Lions"",""Punjab Kings""}",26,,Gujarat Lions,field,188,20,7,162,20,7,Punjab Kings,26,,"{""HM Amla""}",f
2017,2017-04-23,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Royal Challengers Bangalore""}",27,,Royal Challengers Bangalore,field,131,19.3,10,49,9.4,10,Kolkata Knight Riders,82,,"{""NM Coulter-Nile""}",f
2017,2017-04-24,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Rising Pune Supergiant""}",28,,Mumbai Indians,field,160,20,6,157,20,8,Rising Pune Supergiant,3,,"{""BA Stokes""}",f
2017,2017-04-26,Pune,Maharashtra Cricket Association Stadium,"{""Rising Pune Supergiant"",""Kolkata Knight Riders""}",30,,Kolkata Knight Riders,field,182,20,5,184,18.1,3,Kolkata Knight Riders,,7,"{""RV Uthappa""}",f
2017,2017-04-27,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Gujarat Lions""}",31,,Gujarat Lions,field,134,20,10,135,13.5,3,Gujarat Lions,,7,"{""AJ Tye""}",f
2017,2017-04-28,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Delhi Daredevils""}",32,,Kolkata Knight Riders,field,160,20,6,161,16.3,3,Kolkata Knight Riders,,7,"{""G Gambhir""}",f
2017,2017-04-28,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","{""Punjab Kings"",""Sunrisers Hyderabad""}",33,,Punjab Kings,field,207,20,3,181,20,9,Sunrisers Hyderabad,26,,"{""Rashid Khan""}",f
2017,2017-04-29,Rajkot,Saurashtra Cricket Association Stadium,"{""Gujarat Lions"",""Mumbai Indians""}",35,,Gujarat Lions,bat,153,20,9,153,20,10,Mumbai Indians,,,"{""KH Pandya""}",t
2017,2017-04-29,Pune,Maharashtra Cricket Association Stadium,"{""Rising Pune Supergiant"",""Royal Challengers Bangalore""}",34,,Royal Challengers Bangalore,field,157,20,3,96,20,9,Rising Pune Supergiant,61,,"{""LH Ferguson""}",f
2017,2017-04-30,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Kolkata Knight Riders""}",37,,Kolkata Knight Riders,field,209,20,3,161,20,7,Sunrisers Hyderabad,48,,"{""DA Warner""}",f
2017,2017-04-30,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","{""Punjab Kings"",""Delhi Daredevils""}",36,,Punjab Kings,field,67,17.1,10,68,7.5,0,Punjab Kings,,10,"{""Sandeep Sharma""}",f
2017,2017-05-01,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Royal Challengers Bangalore""}",38,,Royal Challengers Bangalore,bat,162,20,8,165,20,6,Mumbai Indians,,5,"{""RG Sharma""}",f
2017,2017-05-01,Pune,Maharashtra Cricket Association Stadium,"{""Rising Pune Supergiant"",""Gujarat Lions""}",39,,Rising Pune Supergiant,field,161,19.5,10,167,19.5,5,Rising Pune Supergiant,,5,"{""BA Stokes""}",f
2017,2017-05-02,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Sunrisers Hyderabad""}",40,,Delhi Daredevils,field,185,20,3,189,19.1,4,Delhi Daredevils,,6,"{""Mohammed Shami""}",f
2017,2017-05-03,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Rising Pune Supergiant""}",41,,Rising Pune Supergiant,field,155,20,8,158,19.2,6,Rising Pune Supergiant,,4,"{""RA Tripathi""}",f
2017,2017-05-04,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Gujarat Lions""}",42,,Delhi Daredevils,field,208,20,7,214,17.4,3,Delhi Daredevils,,7,"{""RR Pant""}",f
2017,2017-05-05,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Punjab Kings""}",43,,Royal Challengers Bangalore,field,138,20,7,119,19,10,Punjab Kings,19,,"{""Sandeep Sharma""}",f
2017,2017-05-06,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Rising Pune Supergiant""}",44,,Sunrisers Hyderabad,field,148,20,8,136,20,9,Rising Pune Supergiant,12,,"{""JD Unadkat""}",f
2017,2017-05-06,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Mumbai Indians""}",45,,Delhi Daredevils,field,212,20,3,66,13.4,10,Mumbai Indians,146,,"{""LMP Simmons""}",f
2017,2017-05-07,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Kolkata Knight Riders""}",46,,Kolkata Knight Riders,field,158,20,6,159,15.1,4,Kolkata Knight Riders,,6,"{""SP Narine""}",f
2017,2017-05-07,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","{""Punjab Kings"",""Gujarat Lions""}",47,,Gujarat Lions,field,189,20,3,192,20,4,Gujarat Lions,,6,"{""DR Smith""}",f
2017,2017-05-08,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Mumbai Indians""}",48,,Mumbai Indians,bat,138,20,7,140,18.2,3,Sunrisers Hyderabad,,7,"{""S Dhawan""}",f
2017,2017-05-09,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","{""Punjab Kings"",""Kolkata Knight Riders""}",49,,Kolkata Knight Riders,field,167,20,6,153,20,6,Punjab Kings,14,,"{""MM Sharma""}",f
2017,2017-05-10,Kanpur,Green Park,"{""Gujarat Lions"",""Delhi Daredevils""}",50,,Delhi Daredevils,field,195,20,5,197,19.4,8,Delhi Daredevils,,2,"{""SS Iyer""}",f
2017,2017-05-11,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Punjab Kings""}",51,,Mumbai Indians,field,230,20,3,223,20,6,Punjab Kings,7,,"{""WP Saha""}",f
2017,2017-05-12,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Rising Pune Supergiant""}",52,,Delhi Daredevils,bat,168,20,8,161,20,7,Delhi Daredevils,7,,"{""KK Nair""}",f
2017,2017-05-13,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Mumbai Indians""}",54,,Kolkata Knight Riders,field,173,20,5,164,20,8,Mumbai Indians,9,,"{""AT Rayudu""}",f
2017,2017-05-13,Kanpur,Green Park,"{""Gujarat Lions"",""Sunrisers Hyderabad""}",53,,Sunrisers Hyderabad,field,154,19.2,10,158,18.1,2,Sunrisers Hyderabad,,8,"{""Mohammed Siraj""}",f
2017,2017-05-14,Pune,Maharashtra Cricket Association Stadium,"{""Rising Pune Supergiant"",""Punjab Kings""}",55,,Rising Pune Supergiant,field,73,15.5,10,78,12,1,Rising Pune Supergiant,,9,"{""JD Unadkat""}",f
2017,2017-05-14,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Royal Challengers Bangalore""}",56,,Royal Challengers Bangalore,bat,161,20,6,151,20,10,Royal Challengers Bangalore,10,,"{""HV Patel""}",f
2017,2017-05-16,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Rising Pune Supergiant""}",,Qualifier 1,Mumbai Indians,field,162,20,4,142,20,9,Rising Pune Supergiant,20,,"{""Washington Sundar""}",f
2017,2017-05-17,Bangalore,M Chinnaswamy Stadium,"{""Sunrisers Hyderabad"",""Kolkata Knight Riders""}",,Eliminator,Kolkata Knight Riders,field,128,20,7,48,5.2,3,Kolkata Knight Riders,,7,"{""NM Coulter-Nile""}",f
2017,2017-05-19,Bangalore,M Chinnaswamy Stadium,"{""Mumbai Indians"",""Kolkata Knight Riders""}",,Qualifier 2,Mumbai Indians,field,107,18.5,10,111,14.4,4,Mumbai Indians,,6,"{""KV Sharma""}",f
2017,2017-05-21,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Mumbai Indians"",""Rising Pune Supergiant""}",,Final,Mumbai Indians,bat,129,20,8,128,20,6,Mumbai Indians,1,,"{""KH Pandya""}",f
2018,2018-04-07,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Chennai Super Kings""}",1,,Chennai Super Kings,field,165,20,4,169,19.5,9,Chennai Super Kings,,1,"{""DJ Bravo""}",f
2018,2018-04-08,Kolkata,Eden Gardens,"{""Royal Challengers Bangalore"",""Kolkata Knight Riders""}",3,,Kolkata Knight Riders,field,176,20,7,177,19,6,Kolkata Knight Riders,,4,"{""SP Narine""}",f
2018,2018-04-08,Chandigarh,Punjab Cricket Association IS Bindra Stadium,"{""Delhi Daredevils"",""Punjab Kings""}",2,,Punjab Kings,field,166,20,7,167,19,4,Punjab Kings,,6,"{""KL Rahul""}",f
